FZRZGH	FZRXM	XMMC
0006177064	向  勇	北京市怀柔区文化创意产业人才开发战略研究
0006177064	向  勇	香港游戏产业发展策略调研项目
0006177064	向  勇	青岛经济技术开发区文化产业发展规划
0006177064	向  勇	制定《成都市锦江区文化创意产业发展规划》项目
0006177064	向勇	我国艺术产品的国际传播与国际贸易研究
0006177064	向  勇	杭州发展文化创意产业，建设生活品质之城研究
0006177064	向  勇	京港两地文化创意产业比较研究
0006177064	向勇	我国对外文化投资带来的影响和作用
0006177065	张铭	专利资助金
0006177065	张铭	钟灿涛知识产权11-张铭协作
0006177065	张铭	中国高等学校专利分析研究
0006177065	张铭	基于创新方法的科技项目知识产权管理模型优化-张铭协作
0006177068	霍晓丹	高校研究生师生关系现状研究
0006177068	霍晓丹	首都高校学生发展状况监测-霍晓丹协作
0006177081	颜学庆	超小型激光离子加速器及关键技术研究
0006177081	颜学庆	新型RFQ后加速结构的研究
0006177081	颜学庆	颜学庆激光离子加速8**2015
0006177081	颜学庆	重大仪器监理费2015到款
0006177081	颜学庆	颜学庆863加速-14
0006177081	颜学庆	激光加速器
0006177081	颜学庆	激光驱动高能离子加速和应用
0006177081	颜学庆	新型高效激光等离子体加速机制的理论和实验研究
0006177081	颜学庆	2007北京市科技新星A类
0006177081	颜学庆	科技创新领军人才
0006177081	颜学庆	颜学庆重大仪器监理费2016到款
0006177081	颜学庆	“一种基于等离子体透镜的激光离子加速系统及其加速方法”等六项专利的实施许可
0006177081	颜学庆	北京激光加速器装置
0006177081	颜学庆	北京高能量密度物理国际会议
0006177081	颜学庆	颜学庆863-14
0006177081	颜学庆	颜学庆17万人计划
0006177081	颜学庆	超强激光驱动粒子加速及其重要应用
0006177083	章复熹	留学回国人员科研启动基金
0006177083	章复熹	二维高斯场及其相关问题
0006177083	章复熹	耦合扩散过程
0006177083	章复熹	随机图和复杂网络（上海交大负责）-章复熹协作
0006177083	章复熹	二维离散高斯场的首达渗流模型
0006177083	章复熹	复杂网络上的接触过程
0006177083	章复熹	排他过程中的若干问题
0006177085	刘璐	高效宽带LED芯片及高精度可见光室内定位系统研发-刘璐协作
0006177085	刘璐	金野卫星广播Ku频段研制09-刘璐协作
0006177085	刘璐	陈徐宗铯钟12-刘璐协作
0006177085	刘璐	陈徐宗铯原子钟（第三阶段）10-刘璐协作
0006177085	刘  璐	铯钟-陈徐宗-刘  璐协作
0006177085	刘璐	智慧楼宇内低成本高精度可见光室内定位系统-刘璐协作
0006177085	刘璐	基于HCG器件的波束控制和量子极限接收的无线光通信基础研究|刘璐协作
0006177085	刘璐	刘璐YY系统性能14
0006177085	刘璐	刘璐无线光横向14
0006177085	刘璐	刘璐天基宽带仿真15-16
0006177085	刘璐	刘璐南开协作YY高稳13
0006177085	刘璐	相干布居数囚禁微型原子钟的研究-刘璐协作
0006177085	刘璐	室内可见光通信与多用户高速接入实验系统
0006177085	刘璐	可见光天线传输技术体制与测试技术
0006177085	刘  璐	微机械角速度传感器-刘  璐协作
0006177085	刘璐	刘璐863光网攻击11
0006177085	刘璐	ED中继卫星系统捕获跟踪性能分析
0006177085	刘璐	金野中电10所LL08-刘璐协作
0006177085	刘璐	刘璐无线光横向14
0006177085	刘璐	星地激光技术指标论证
0006177085	刘璐	刘璐863光网攻击13
0006177085	刘璐	无线激光链路超宽视场快速捕获技术研究
0006177091	赵通	天基资源在轨服务状态一致性技术研究
0006177094	崔锦实	脑机协同视听觉信息处理关键技术及平台研究-崔锦实协作
0006177094	崔锦实	从行为抑制到社会性退缩：迷走神经调节及亲子互动同步性的作用|崔锦实协作
0006177094	崔锦实	可视媒体的交互与融合处理-崔锦实协作
0006177094	崔锦实	基于非侵入式/侵入式脑机交互的混合智能关键技术与系统|崔锦实协作
0006177094	崔锦实	多模态时空信息深度融合的意图理解
0006177094	崔锦实	同伴游戏场景中的运动跟踪与行为分析
0006177101	朱凤	一种双模式新型超导光阴极注入器的研究
0006177101		朱凤05
0006177101	朱凤	强流高功率离子直线加速器超导高频HWR腔研究
0006177101	朱 凤	留学回国人员科研启动基金
0006177103	刘力锋	超低界面态新沟道材料MOS器件研究-刘力锋协作
0006177103	刘力锋	电阻随机存储材料及关键技术
0006177103	刘力锋	蔡一茂RRAM微纳11-刘力锋协作
0006177103	刘力锋	氧化物基电阻存储器电阻开关特性的离子掺杂调控研究
0006177103	刘力锋	高性能阻变和铁电存储器关键材料研究
0006177103	刘力锋	硅基高迁移率器件集成
0006177103	刘力锋	氧化物电阻存储器多值存储的可靠性及失效机理研究
0006177103	刘力锋	新型低功耗存储器件
0006177104	王玮	王玮三维复合（实）12
0006177104	王玮	*
0006177104	王玮	超声辅助的无堵塞大通量细胞过滤分离方法
0006177104	王玮	基于微/纳米加工技术探索黏着斑组装在干细胞世系分化
0006177104	王玮	基于Parylene MEMS工艺的超高体积通量液态活检技术
0006177104	王玮	仿蒸腾作用微泵的微纳加工工艺及纳流体机理研究
0006177104	王玮	热惯性测试微纳器件加工
0006177104	王玮	基于纳米颗粒过孔电动力学检测的数字式滚环扩增反应芯片基础研究
0006177104	王玮	基于微加工技术的微纳集成制造原理及方法研究-王玮协作
0006177104	王玮	跨尺度纳米批量制造原理与方法-王玮协作
0006177104	王玮	微波三维组件微组装工艺技术数据库
0006177104	王玮	三维高密度集成-王玮协作
0006177104	王玮	MEMS常用材料对聚合酶链式反应和抑制作用的实验研究
0006177104	王玮	硅基微槽道的方案设计及加工
0006177104	王玮	微纳电子器件加工
0006177104	王玮	王玮联合基金（青年）17-第四笔
0006177104	王玮	王玮集成微流道遥感所协作17
0006177104	王玮	金玉丰MEMS转接板（转化）2015-王玮协作
0006177104	王玮	王玮转接板集成YY16
0006177104	王玮	王玮MEMS柔性显示TS-16
0006177104	王玮	王玮聚合物实验室17
0006177104	王玮	局域场增强高效换能机理与方法研究-王玮协作
0006177104	王玮	聚二甲基硅氧烷微流控芯片中集成化电学检测方法研究
0006177104	王玮	王玮新结构TSV18
0006177104	王玮	王玮支撑PCPDMS12
0006177104	王  玮	微纳加工08实王玮
0006177104		王玮05
0006177104	王玮	王玮纳流体YYJJ15
0006177104	王玮	王玮航空基金08
0006177104	王玮	基于聚对二甲苯微机电系统技术的柔性三维微纳结构制备方法
0006177104	王玮	系统级微流体冷却技术研究
0006177104	王玮	王玮联合基金（青年）16（教育部）
0006177104	王玮	刘鹏实验室基金18|王玮协作
0006177104	王玮	王玮科工局稳定支持18
0006177104	王玮	跨尺度多元复合微纳加工与封装方法研究-王玮协作
0006177104	王玮	王玮联合基金（青年）
0006177104	王玮	王玮微纳实验室经费17
0006177104	王玮	杨芳重点实验室基金15-王玮协作
0006177104	王玮	赵前程六轴重实15-王玮协作
0006177104	王玮	吴文刚SPR重实15-王玮协作
0006177127	沙志利	《清儒学案书札》的整理与研究
0006177131	王浩雷	加强和创新学习型党组织建设研究
0006177135	李艳萍	李艳萍光子集成17
0006177135	李艳萍	用于全光缓存的硅基光子晶体慢光结构研究
0006177135	李艳萍	低噪声宽调谐毫米波光电混合振荡机理与器件-李艳萍协作
0006177135	李艳萍	基于极低噪声高频宽带光采样的光子ADC-李艳萍协作
0006177135	李艳萍	波导型光隔离器技术合作项目
0006177135	李艳萍	新型硅基光子晶体波导模斑变换结构
0006177135	李艳萍	基于硅基芯片的超大容量光通信关键技术研究-李艳萍协作
0006177139	刘锋	智能移动存储控制SOC芯片
0006177139	刘锋	极大规模集成电路测试技术研究及其产业化应用
0006177139	刘锋	可重构多格式视频编解码系统结构研究
0006177139	刘  锋	双水相体系分离、富集滥用药物的机理及其应用研究
0006177142	胡文蕙	面向Web应用的集成体系结构研究
0006177142	胡文蕙	增材制造装备系统自诊断与自检测关键技术研究及系统开发
0006177142	胡文蕙	行政执法全过程记录制度专项课题研究项目
0006177144	马宏伟	购销合同
0006177144	马宏伟	购销合同
0006177144	马宏伟	生物传感器QCM-D的聚乙二醇基质的设计
0006177144	马宏伟	马宏伟IV项目
0006177144	马宏伟	跨尺度多元复合微纳加工与封装方法研究-马宏伟协作
0006177144	马宏伟	购销合同
0006177151	张然	会计准则变更、企业行为选择与证券市场反应
0006177151	张然	中国私募股权投资：制度环境、公司治理与财富效应
0006177151	张然	股权结构、定向增发与投资者保护
0006177151	张然	会计准则变迁环境下企业资产减值行为选择研究
0006177152		陈宝贤06
0006177157	刘岚	北京市社区居家养老服务发展研究
0006177157	刘岚	人口老龄化、老年照顾与成年子女劳动供给研究
0006177157	刘岚	加强残疾人养老专业化服务研究
0006177157	刘岚	中国社区老龄健康促进项目
0006177157	刘岚	加强残疾人养老专业化服务研究
0006177157	刘岚	中国城市老年人与成年子女代际支持研究
0006177157	刘岚	中国社区老龄健康促进项目
0006177157	刘岚	北京市老年人居住安排对家庭养老功能的影响
0006177158		孙俊06自筹
0006177158	孙俊	编辑工具-孙俊协作
0006177158	孙俊	面向3G的可伸缩视频编码、分析和调度研究
0006177158	孙俊	视频云转码与传输联合实验室项目
0006177158	孙俊	IBM SUR
0006177158	孙俊	HEVC视频编解码技术
0006177158	孙俊	HEVC图片编解码技术
0006177158	孙俊	面向窄带高清的H.265视频编解码技术
0006177158	孙俊	AVS2视频编解码技术
0006177158	孙俊	可伸缩视频流媒体系统技术合作合同
0006177158	孙俊	宽带移动多媒体应用原型系统与验证平台-孙俊协作
0006177158	孙俊	面向3G的可伸缩视频编码、分析和调度研究
0006177158	孙俊	基于P2P网络的SVC技术
0006177158	孙俊	高效可伸缩视频的编码、分析和调度研究
0006177158	孙俊	立体视频的高效编码研究
0006177158	孙俊	“可伸缩视频流媒体系统”技术合作合同
0006177158	孙俊	面向3G的可伸缩视频编码、分析和调度研究
0006177158	孙俊	基于视觉特性的高效视频编码研究-孙俊协作
0006177158	孙俊	可伸缩视频编码SVC的率失真模型（RD）研究
0006177158	孙俊	真三维视频紧凑表示与高效压缩-孙俊协作
